Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43131852,ブスに花束を。2,作楽ロク,"作楽ロク, 作楽ロク",,"=""4041056489""","=""9784041056486""",3.0,KADOKAWA,Paperback,180,2017,,2025/07/25,2025/07/24,manga,manga (#113),read,"Volume 2 <br/>Chapters 7-12.5<br/><br/>I still don't like Sumire. Her two-faced behavior continues to grate on me—maybe her redemption arc is coming, but it definitely hasn't started yet. For now, she feels more like a plot device to frustrate than a character to empathize with.<br/><br/>Tabata, on the other hand, is drowning in her own self-doubt and pessimism. Her self-deprecating nature is becoming more painful than endearing, and it’s frustrating watching nothing get through to her. That said, her mom remains an unexpected highlight—easily the best ""wing women"" in the manga so far. Though it is awkward seeing a parent meddling in teen love, but somehow it works here, adding a layer of warmth and comedy.<br/><br/>Yousuke is painted as the classic dense male lead, but honestly, Tabata might be giving him a run for his money. They’re both trapped in their own heads, stuck overthinking and misunderstanding everything. Still, it’s clear that Yousuke sees Tabata differently from his other friends—even if he hasn’t realized it himself yet. Gotanda continues to be one of my favorite supporting characters—sharp, observant, and someone who clearly sees the tension between Yousuke and Tabata. It’s refreshing to have at least one person clued in and rooting for them.<br/><br/>I’m jumping into Volume 3 next, still holding out hope for a turning point. I need something to really hit both leads—and for it to stick. I'm in this for the long haul, but I need the emotional payoff to start soon.",,,1,0
33899165,ブスに花束を。1 (April showers bring forth May flowers.),作楽ロク,"作楽ロク, 作楽ロク",,"=""4041048842""","=""9784041048849""",3.0,KADOKAWA,Paperback,180,2016,2016,2025/07/24,2025/07/24,manga,manga (#112),read,"Volume 1<br/>Chapters 1-6.5<br/><br/>Self-deprecation at its finest.. I can relate to her plight, regardless of how crass Tabatais to herself... I love how adoring her family is though. Both guys are straight-up green flags from their interactions with everyone including FL. They listen and make an effort to include people in conversations and aren't judgmental like the rest of the cast so far. The girl, Uguisudani (Dani for short), is the typical irritant protagonist you'll find in most manga. She is manipulative and knows her pretty privilege exists and uses it to her advantage. Targeting people isn't cute, and Dani has to come to terms quickly that just going after the guy straightforward is more respectable than underhandedly cutting people down to feel and look better about herself...  <br/><br/>I don't know.. FL is relatable when it comes to her hobbies and love for flowers and romance novels... but that's about it. I hope she continues to gain some confidence in herself as she continues forward (glad to see her family is supportive and loving above all else).",,,1,0
49867239,Charming as a Verb,Ben Philippe,"Philippe, Ben",,"=""0062824147""","=""9780062824141""",0,Clarion Books,Hardcover,328,2020,2020,,2025/07/18,to-read,to-read (#376),to-read,,,,0,0
156698496,Animal Farm,George Orwell,"Orwell, George",,"=""1915932955""","=""9781915932952""",0,Global Publishers,Kindle Edition,97,2024,1945,,2025/07/11,to-read,to-read (#375),to-read,,,,0,0
218572920,Great Big Beautiful Life,Emily Henry,"Henry, Emily",,"=""""","=""""",0,Berkley,Kindle Edition,432,2025,2025,,2025/07/11,to-read,to-read (#374),to-read,,,,0,0
207611566,Witchcraft for Wayward Girls,Grady Hendrix,"Hendrix, Grady",,"=""0593548981""","=""9780593548981""",0,Berkley,Hardcover,482,2025,2025,,2025/07/11,to-read,to-read (#373),to-read,,,,0,0
208503280,The Boyfriend,Freida McFadden,"McFadden, Freida",,"=""1728296226""","=""9781728296227""",0,Poisoned Pen Press,Paperback,368,2024,2024,,2025/07/11,to-read,to-read (#372),to-read,,,,0,0
60868666,그 오빠들을 조심해! 1 [Geu Oppadeul-eul Josimhae! 1],Min Iyeong,"Iyeong, Min","민이영, Plutus, 플루토스","=""""","=""9791129382870""",0,캐롯툰,Paperback,272,2021,2021,,2021/11/14,to-read,to-read (#44),to-read,,,,0,0
98143460,후레자식 1 [Hurejasik 1],Carnby Kim,"Kim, Carnby","김칸비, Youngchan Hwang, 황영찬","=""""","=""9791160270112""",0,소담출판사,Paperback,440,2017,2017,,2024/12/29,to-read,to-read (#345),to-read,,,,0,0
57378184,"악역의 엔딩은 죽음뿐 1 (Villains are Destined to Die, Vol. 1)",Suol,"Suol, Suol","수월, Gwon Gyeoeul, 권겨을","=""""","=""9791191363531""",5.0,DNC WEBTOON BIZ,Paperback,260,2021,2020,2021/10/26,2022/12/13,"light-novel-translations, manhwa","light-novel-translations (#8), manhwa (#47)",read,"Season 1 chapters 0-44 completed!<br/><br/>Gosh, I have so much to say. The female lead is phenomenal. I loved the slow transition into the app's fantasy world and her original world blended in so well. <br/>It broke my heart to see how she has been treated for 17 years. It's heartbreaking that some things like that happened to a child... The face she gave to the butler when he said to consider the duke's sincerity was just so painful. She's right, what can some little things like firing maids or servants really do to make up for all the torture she's endured. Opening up the attic? Don't make me laugh. Everyone is so fake. All their attention is worthless to FL cause honestly she just doesn't want to die and if she has to beg or apologize it's nothing to her. What's self-worth or preservation when those around her don't even consider her human. <br/><br/>I can't wait for season 2, one of the better manhwa's I've come across in a while. ",,,2,0
59759296,"악역의 엔딩은 죽음뿐 2 (Villains are Destined to Die, Vol. 2)",Suol,"Suol, Suol","수월, Gwon Gyeoeul, 권겨을","=""1191363775""","=""9791191363777""",5.0,디앤씨웹툰비즈 |,Paperback,268,2021,2021,2021/10/27,2023/11/06,manhwa,manhwa (#18),read,"Currently, for season 2 I've read chapters 45-75. It's safe to say I really don't like FL's (Penelope's) brothers. They are complete jerks/trash for humans. They have the gall to say that she has the nerve to ""act more human these days"". God if I could rip them apart I would do it in a heartbeat. Poor Penelope's love interest routes are looking to be leaning more and more towards the Crown Prince and I don't know what to think of that. He's had an equally if not worse childhood than Penelope and it's terrifying to see how both turned out. They are truly Villainess and Tryant through and through. <br/>The slave (Eclise) is interesting. He seems the easiest to sway in terms of favorability but I fear that it will come crashing down insanely fast... He seems to guarding and favoring her out of gratefulness and trauma of some sort. Vinter (the magician) is peculiar as well. I don't really consider him a potential lover considering his age as well as his status in society. He's not a great match. At best he's good friend material but that's about it in my eyes. <br/><br/>I'll continue to review as the season closes out but it is very exciting. Action, Humor, Romance, and Angst/Trauma all wrapped into one... It's an interesting concept with the game interfacing limiting her options and also allowing her to explore this story mode as it becomes more and more muddled with her own perceptions/memories. I'll update/review this again when the time comes!",,,2,0
61398896,"The Remarried Empress, Vol. 1",Herelee,"Herelee, Herelee","Sumpul, Alphatart","=""""","=""9798400900051""",5.0,Ize Press,Paperback,256,2022,2018,2021/02/24,2020/09/27,manhwa,manhwa (#108),read, -Ongoing Webtoon (Ch 55)-<br/>-Reading the English fan-translation also ongoing (ch174-)<br/>-Reading this on Novel Naver with the choppy English translation but what a gem!!! (158/243)<br/><br/>This is well worth picking up if you're into strong women not taking their husband's cr*p. Empress Navier is so precious and truly deserves the world.,,,2,0
63897910,"아기가 생겼어요 1 (Positively Yours, Vol. 1)",Jung  Lee,"Lee, Jung",Kangki,"=""""","=""9791127507886""",0,재담북스,Paperback,224,2022,2022,,2023/03/03,to-read,to-read (#148),to-read,,,,0,0
237544765,악녀는 마리오네트 1 [Agnyeoneun Marionette 1],Manggle,"Manggle, Manggle","망글이, Hanirim, 한이림","=""""","=""9791168520530""",0,북극여우,Paperback,312,2024,2024,,2021/11/18,to-read,to-read (#51),to-read,,,,0,0
60526852,빈껍데기 공작부인 1 [Binggeobdaegi Gongjagbuin 1],Han Jinseo,"Jinseo, Han","한진서, Jin Saeha, 진세하","=""""","=""9791138502993""",0,연담,Paperback,300,2022,2022,,2024/10/13,to-read,to-read (#319),to-read,,,,0,0
58671043,Cat + Gamer Volume 1,Wataru Nadatani,"Nadatani, Wataru",Zack Davisson,"=""""","=""""",0,Dark Horse Manga,,200,2022,2019,,2025/06/02,to-read,to-read (#371),to-read,,,,0,0
199349912,The Coin,Yasmin Zaher,"Zaher, Yasmin",,"=""1646222105""","=""9781646222100""",0,Catapult,Hardcover,240,2024,2024,,2025/05/31,to-read,to-read (#370),to-read,,,,0,0
216017423,"The Mafia Nanny, Vol. 1 (The Mafia Nanny, #1)",SH00,"SH00, SH00","Violet Matter, Rouusuu, Drawniels","=""1998341208""","=""9781998341207""",5.0,WEBTOON Unscrolled,Paperback,288,2025,2025,2025/03/18,2025/03/18,official-translations,official-translations (#23),read,"I didn’t expect to really love this WEBTOON as much as I did 👀!! It has the action, humor, mystery and last but not least slow slow burn romance simmering 🔥<br/><br/>Davina is such a girl boss and love that for her. Gabriel on the other hand has my heart cause I know he’s got so much to shoulder and is truly trying even in this dire situation. Mikey 💕💕 he’s a cinnamon roll I love him🥹 he’s a precious little baby gotta protect him at all costs! ",,,1,0
59234975,A Fig for All the Devils,C.S. Fritz,"Fritz, C.S.",,"=""""","=""""",0,Albatross Book Co. ,Paperback,260,2021,2021,,2025/05/29,to-read,to-read (#369),to-read,,,,0,0
200464530,"장르를 바꿔보도록 하겠습니다 1 (The Villainess Flips the Script, Vol. 1)",Garine,"Garine, Garine","가린, Ken","=""""","=""9791138590198""",0,연담,Paperback,308,2023,2023,,2025/05/28,to-read,to-read (#368),to-read,,,,0,0
54711210,Luck of the Titanic,Stacey  Lee,"Lee, Stacey",,"=""1524740985""","=""9781524740986""",0,G.P. Putnam's Sons Books for Young Readers,Hardcover,368,2021,2021,,2025/05/21,to-read,to-read (#366),to-read,,,,0,0
210298804,Voyage of the Damned,Frances   White,"White, Frances",,"=""0778387429""","=""9780778387428""",0,MIRA,Hardcover,464,2024,2024,,2025/05/21,to-read,to-read (#365),to-read,,,,0,0
133938853,Women! In! Peril!,Jessie Ren Marshall,"Marshall, Jessie Ren",,"=""1639732276""","=""9781639732272""",0,Bloomsbury Publishing,Paperback,288,2024,2024,,2025/05/21,to-read,to-read (#364),to-read,,,,0,0
150352946,Women of Good Fortune,Sophie Wan,"Wan, Sophie",,"=""1525804308""","=""9781525804304""",0,Graydon House,Hardcover,346,2024,2024,,2025/05/21,to-read,to-read (#363),to-read,,,,0,0
199531703,"Marriage & Masti (If Shakespeare Were an Auntie, #3)",Nisha Sharma,"Sharma, Nisha",,"=""0063001187""","=""9780063001183""",0,Avon,Paperback,384,2024,2024,,2025/05/21,to-read,to-read (#362),to-read,,,,0,0
215805924,"Vera Wong's Guide to Snooping [On a Dead Man] (Vera Wong, #2)",Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593546253""","=""9780593546253""",0,Berkley,Paperback,325,2025,2025,,2025/05/21,to-read,to-read (#361),to-read,,,,0,0
218185743,Bat Eater and Other Names for Cora Zeng,Kylie Lee Baker,"Baker, Kylie Lee",,"=""0778368459""","=""9780778368458""",0,MIRA,Hardcover,304,2025,2025,,2025/05/21,to-read,to-read (#360),to-read,,,,0,0
212994452,Blob: A Love Story,Maggie Su,"Su, Maggie",,"=""0063358646""","=""9780063358645""",0,Harper,Hardcover,256,2025,2025,,2025/05/21,to-read,to-read (#359),to-read,,,,0,0
211642122,Immortal,Sue Lynn Tan,"Tan, Sue Lynn",,"=""0063267616""","=""9780063267619""",0,Harper Voyager,Hardcover,464,2025,2025,,2025/05/21,to-read,to-read (#358),to-read,,,,0,0
58103871,Adelaide - Das süße Leben 1,SUHO,"SUHO, SUHO",Suho Lee,"=""3963589744""","=""9783963589744""",0,Altraverse,Paperback,180,2021,2020,,2021/12/23,to-read,to-read (#62),to-read,,,,0,0
128337909,"unOrdinary Volume 1: A Graphic Novel – A Popular WEBTOON Story of Superpowers, Betrayal, and High School Survival for Young Adults",uru-chan,"uru-chan, uru-chan",,"=""0358467802""","=""9780358467809""",0,HarperAlley,Paperback,336,2023,2016,,2022/01/15,to-read,to-read (#68),to-read,,,,0,0
44451887,"Jujutsu Kaisen, Vol. 1",Gege Akutami,"Akutami, Gege",,"=""1974710025""","=""9781974710027""",0,VIZ Media LLC,Paperback,192,2019,2018,,2023/05/09,to-read,to-read (#210),to-read,,,,0,0
58924350,악녀는 대공을 사로잡았다 [Agnyeoneun Daegong'eul Sarojab'assda] (The Villainess Captured The Grand Duke),Ppyap,"Ppyap, Ppyap","Chanoo, 뺩, 차누","=""""","=""""",0,디앤씨미디어,ebook,,2020,2020,,2025/02/18,to-read,to-read (#357),to-read,,,,0,0
55504599,"Hollow Heathens: Book of Blackwell (Tales of Weeping Hollow, #1)",Nicole Fiorina,"Fiorina, Nicole",,"=""1735204722""","=""9781735204727""",0,Nicole Fiorina Books,Paperback,475,2020,2020,,2025/02/17,to-read,to-read (#356),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",0,Harper,Paperback,212,2016,2016,,2025/01/28,to-read,to-read (#355),to-read,,,,0,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,Ace,Hardcover,658,2019,1965,,2025/01/28,to-read,to-read (#354),to-read,,,,0,0
65678550,The Heaven & Earth Grocery Store,James   McBride,"McBride, James",,"=""0593422945""","=""9780593422946""",0,Riverhead Books,Hardcover,400,2023,2023,,2025/01/28,to-read,to-read (#353),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,Vintage Books,Paperback,559,2004,1992,,2025/01/28,to-read,to-read (#352),to-read,,,,0,0
61771675,Hello Beautiful,Ann Napolitano,"Napolitano, Ann",,"=""""","=""""",0,The Dial Press,Kindle Edition,594,2023,2023,,2025/01/28,to-read,to-read (#351),to-read,,,,0,0
50514218,"A Sign of Affection, Vol. 1 (A Sign of Affection, #1)",Suu Morishita,"Morishita, Suu",Christine Dashiell,"=""1646593383""","=""9781646593385""",0,Kodansha Comics,Kindle Edition,198,2020,2019,,2023/01/31,to-read,to-read (#350),to-read,,,,1,0
124950295,"Out on a Limb (Out, #1)",Hannah Bonam-Young,"Bonam-Young, Hannah",,"=""1778027784""","=""9781778027789""",0,,ebook,397,2023,2023,,2025/01/12,to-read,to-read (#349),to-read,,,,0,0
59787169,"영원한 너의 거짓말 1 [Yeong-wonhan Neoeui Geojismal 1] (Your Eternal Lies [Webtoon], Season 1)",Hoochi Jeon,"Jeon, Hoochi","Kkomak, 전후치, 꼬막","=""""","=""9791191164886""",0,오렌지디,ebook,,2021,2021,,2025/01/12,to-read,to-read (#348),to-read,,,,0,0
53342080,歴史に残る悪女になるぞ 悪役令嬢になるほど王子の溺愛は加速するようです! 1 [Rekishi ni Nokoru Akujo ni naru zo: Akuyaku Reijou ni naru hodo Ouji no Dekiai wa Kasoku suru you desu! 1],Akari Hoshi,"Hoshi, Akari","保志あかり, Izumi Okido, 大木戸いずみ, Jyun Hayase, 早瀬ジュン","=""4047364479""","=""9784047364479""",0,Kadokawa,Paperback,178,2020,2020,,2024/10/21,to-read,to-read (#336),to-read,,,,0,0
44161656,A Witch in Time,Constance Sayers,"Sayers, Constance",,"=""0316493600""","=""9780316493604""",0,Redhook,Kindle Edition,448,2020,2020,,2025/01/05,to-read,to-read (#347),to-read,,,,0,0
58100280,"The Cheat Sheet (The Cheat Sheet, #1)",Sarah       Adams,"Adams, Sarah",,"=""""","=""""",0,,Kindle Edition,306,2021,2021,,2025/01/05,to-read,to-read (#346),to-read,,,,0,0
61373081,전지적 독자 시점 1 [Jeonjijeog Dogja Sijeom 1],Umi (Redice Studio),"Studio), Umi (Redice","Sleepy-C, 슬리피-C, singNsong, 싱숑","=""""","=""9791164284016""",4.0,에이템포미디어,Paperback,248,2020,2020,2024/12/29,2020/10/18,light-novel-translations,light-novel-translations (#32),read,Finished Volume 1! (1-30)<br/><br/>The world-building is phenomenal and an interesting plot line shows how a reader controls all parts of the story and ensures they are on the best side of things if anything were to go wrong. I'll have to continue reading it at some point when I have more free time as it's on 241 on Webtoon as I write this now. I'll be looking forward to it. ,,,1,0
55575967,"Chainsaw Man, Vol. 1: Dog and Chainsaw",Tatsuki Fujimoto,"Fujimoto, Tatsuki",,"=""""","=""""",0,VIZ Media: SHONEN JUMP,Kindle Edition,192,2020,2019,,2024/12/29,to-read,to-read (#344),to-read,,,,0,0
17694052,ワンパンマン 1 一撃 [One Punch Man 1: Ichigeki],ONE,"ONE, ONE","Yusuke Murata, 村田雄介","=""408870701X""","=""9784088707013""",0,集英社 [Shūeisha],Paperback,200,2012,2012,,2024/12/29,to-read,to-read (#343),to-read,,,,0,0
6690979,"Black Butler I (Black Butler, #1)",Yana Toboso,"Toboso, Yana",Tomo Kimura,"=""0316080845""","=""9780316080842""",0,Yen Press,Paperback,194,2010,2007,,2024/12/29,to-read,to-read (#342),to-read,,,,0,0
2454986,"Fairy Tail, Vol. 01",Hiro Mashima,"Mashima, Hiro",William Flanagan,"=""0345501330""","=""9780345501332""",0,Del Rey,Paperback,208,2008,2006,,2024/12/29,to-read,to-read (#341),to-read,,,,0,0
1087204,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Bisco Hatori,"Hatori, Bisco",,"=""1591169151""","=""9781591169154""",0,VIZ Media  ,Paperback,178,2005,2003,,2024/12/29,to-read,to-read (#340),to-read,,,,0,0
870,"Fullmetal Alchemist, Vol. 1",Hiromu Arakawa,"Arakawa, Hiromu",,"=""1591169208""","=""9781591169208""",0,VIZ Media LLC,Paperback,192,2005,2002,,2024/12/29,to-read,to-read (#339),to-read,,,,0,0
213075476,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""1595148043""","=""9781595148049""",0,Razorbill,Paperback,480,2016,2015,,2024/11/09,to-read,to-read (#338),to-read,,,,0,0
16315,Crooked House,Agatha Christie,"Christie, Agatha",,"=""031298166X""","=""9780312981662""",0,Minotaur Books,Mass Market Paperback,276,2002,1949,,2024/10/29,to-read,to-read (#337),to-read,,,,0,0
204593711,"Immortal Dark (Immortal Dark Trilogy, #1)",Tigest Girma,"Girma, Tigest",,"=""""","=""""",0,"Little, Brown Books for Young Readers",Hardcover,432,2024,2024,,2024/10/20,to-read,to-read (#335),to-read,,,,0,0
75513900,"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",0,,Kindle Edition,526,2023,2023,,2024/10/20,to-read,to-read (#334),to-read,,,,0,0
204593914,"Phantasma (Wicked Games, #1)",Kaylie Smith,"Smith, Kaylie",,"=""1538769255""","=""9781538769256""",0,Forever,Paperback,497,2024,2024,,2024/10/19,to-read,to-read (#333),to-read,,,,0,0
154527508,The Warm Hands of Ghosts,Katherine Arden,"Arden, Katherine",,"=""0593128265""","=""9780593128268""",0,Del Rey,Kindle Edition,327,2024,2024,,2024/10/15,to-read,to-read (#332),to-read,,,,0,0
203578889,If I Stopped Haunting You,Colby Wilkens,"Wilkens, Colby",,"=""1250292905""","=""9781250292902""",0,St. Martin's Griffin,Paperback,320,2024,2024,,2024/10/15,to-read,to-read (#331),to-read,,,,0,0
60888174,Wind Breaker 1,Satoru Nii,"Nii, Satoru",,"=""1684911176""","=""9781684911172""",0,Kodansha Comics,Kindle Edition,193,2022,2021,,2024/10/13,to-read,to-read (#330),to-read,,,,0,0
58335515,"The Savior's Book Café Story in Another World, Vol. 1",Oumiya,"Oumiya, Oumiya","Reiko Sakurada, Kyouka Izumi, Alexa Frank","=""1648276555""","=""9781648276552""",0,Seven Seas,Paperback,160,2021,2019,,2024/10/13,to-read,to-read (#329),to-read,,,,0,0
57022891,문제적 왕자님 [Munjejeog Wangjanim] (The Problematic Prince [Novel]),Solche,"Solche, Solche","Lima, 솔체, 리마","=""""","=""""",0,카멜,ebook,,2020,2020,,2024/10/13,to-read,to-read (#328),to-read,,,,0,0
54704272,"Unnamed Memory (Light Novel), Vol. 1: The Witch of the Azure Moon and the Cursed Prince",Kuji Furumiya,"Furumiya, Kuji",Chibi,"=""1975317106""","=""9781975317102""",0,Yen On,Kindle Edition,286,2020,2019,,2024/10/13,to-read,to-read (#327),to-read,,,,0,0
34253486,I Want to Eat Your Pancreas,Yoru Sumino,"Sumino, Yoru",Khairun Nisak,"=""""","=""9786026383143""",0,Haru,Paperback,308,2017,2015,,2024/10/13,to-read,to-read (#326),to-read,,,,0,0
58545703,"Hooked (Never After, #1)",Emily McIntire,"McIntire, Emily",,"=""173750832X""","=""9781737508328""",0,"McIntire Publishing, Co.",Kindle Edition,312,2021,2021,,2024/10/13,to-read,to-read (#325),to-read,,,,0,0
195580026,"Brutal Prince (Brutal Birthright, #1)",Sophie Lark,"Lark, Sophie",,"=""""","=""""",0,,Kindle Edition,376,2023,2020,,2024/10/13,to-read,to-read (#324),to-read,,,,0,0
56948346,"폭군의 비서관이 되었습니다 1 [Poggun'eui Biseogwan'i Doeeossseubnida 1] (I'm the Tyrant's Secretary [Novel], #1)",Inhye Lee,"Lee, Inhye","pepper, 이인혜, 페퍼","=""""","=""9791164880782""",0,필면매니지먼트,ebook,,2019,2019,,2024/10/13,to-read,to-read (#323),to-read,,,,0,0
192006183,結婚するって、本当ですか: 365 Days To The Wedding 11,Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""4098617374""","=""9784098617371""",5.0,小学館,Paperback,192,2023,,2024/10/06,2024/10/13,manga,manga (#110),read,,,,1,0
133824770,"結婚するって、本当ですか 10 (Kekkon suru tte, Hontou desu ka, #10)",Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""4098616874""","=""9784098616879""",4.0,小学館,Paperback,192,2023,,2024/10/06,2024/10/13,manga,manga (#109),read,,,,1,0
75265556,結婚するって、本当ですか: 365 Days To The Wedding 9,Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""4098615673""","=""9784098615674""",4.0,小学館,Paperback,192,2023,,2024/10/06,2024/10/13,manga,manga (#108),read,,,,1,0
166286771,結婚するって、本当ですか: 365 Days to The Wedding 8,Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""4098614278""","=""9784098614271""",4.0,小学館,Paperback,192,2022,,2024/10/05,2024/10/13,manga,manga (#107),read,,,,1,0
174717189,結婚するって、本当ですか: 365 Days To The Wedding (7) (ビッグコミックス),Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""409861328X""","=""9784098613281""",4.0,,Comic,0,,,2024/10/05,2024/10/13,manga,manga (#106),read,,,,1,0
60850795,結婚するって、本当ですか（６） (ビッグコミックス),Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""""","=""""",4.0,小学館,Kindle Edition,0,2022,,2024/10/05,2024/10/13,manga,manga (#105),read,,,,1,0
59662294,結婚するって、本当ですか（５）365 Days To The Wedding (5),Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""4098611805""","=""9784098611805""",4.0,小学館,Paperback,208,2021,,2024/10/05,2024/10/13,manga,manga (#104),read,,,,1,0
58763590,結婚するって、本当ですか: 365 Days To The Wedding (4) (ビッグコミックス),Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""4098610728""","=""9784098610723""",5.0,小学館,Comic,192,2021,,2024/10/04,2024/10/13,manga,manga (#103),read,,,,1,0
70884670,結婚するって、本当ですか: 365 Days To The Wedding (3) (ビッグコミックス),Tamiki Wakaki,"Wakaki, Tamiki",若木民喜,"=""4098608804""","=""9784098608805""",5.0,小学館,Comic,208,2021,,2024/10/04,2024/10/13,manga,manga (#102),read,,,,1,0
193388458,"365 Days to the Wedding, Vol. 2",Tamiki Wakaki,"Wakaki, Tamiki",,"=""""","=""9798888433324""",4.0,Seven Seas,Paperback,200,2024,2020,2024/10/04,2024/10/13,manga,manga (#101),read,,,,1,0
123443160,"365 Days to the Wedding, Vol. 1",Tamiki Wakaki,"Wakaki, Tamiki",,"=""""","=""9798888432631""",4.0,Seven Seas,Paperback,200,2023,2020,2024/10/04,2024/10/13,manga,manga (#100),read,I picked this up for this Anime Season (Fall 2024) to know what to expect from the release of the show. It's fairly cute and wholesome and most of the issues in the story were self-inflicted (lol). It's great if you're reading it at face value. There were a lot of awkward jumps of progress here and there but it's a fairly slow burn otherwise. Read or watch it to see more animes/mangas that aren't taking place in school settings!,,,1,0
199202256,이 결혼은 어차피 망하게 되어 있다 1 [I Gyeolhon-eun Eochapi Manghage Doeeoissda 1],Cheong-gwa,"Cheong-gwa, Cheong-gwa","Chacha Kim, CHOKAM","=""""","=""9791167793133""",0,YOUNGCOM(영컴),Paperback,272,2023,2023,,2024/10/13,to-read,to-read (#322),to-read,,,,0,0
60583047,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 1,Rou Bao Bu Chi Rou,"Rou, Rou Bao Bu Chi","Rynn, ＪＵＮ, st","=""1638589291""","=""9781638589297""",0,Seven Seas,Paperback,524,2022,2022,,2024/10/13,to-read,to-read (#320),to-read,,,,0,0
59585166,세계관 최강자를 너무 귀여워하면 [Segyegwan Choegangjareul Neomu Gwiyeowohamyeon],13th month's dawn,"dawn, 13th month's",십삼월의새벽,"=""""","=""""",0,오드아이,ebook,,2021,2021,,2024/10/13,to-read,to-read (#318),to-read,,,,0,0
57540900,흑막 남편과의 이혼에 실패한 것 같다 [Heugmag Nampyeongwa'eui Ihon'e Silpaehan Geos Gatda] (I Failed to Divorce My Husband),Yulji,"Yulji, Yulji",율지,"=""""","=""""",0,"HAKSANNOVEL, edel(에델)",ebook,,2021,2021,,2024/10/13,to-read,to-read (#317),to-read,,,,0,0
56921773,못난이 공녀가 되었습니다 [Mosnan'i Gongyeoga Doeeossseubnida] (I Woke Up as the Ugly Duckling),Haim Jung,"Jung, Haim","SUKJA, 정하임","=""""","=""""",0,필면매니지먼트,ebook,,2019,2019,,2024/10/13,to-read,to-read (#316),to-read,,,,0,0
56508333,악녀를 죽여 줘 [Agnyeoreul Jugyeo Jwo] (Kill the Villainess [Novel]),Your April,"April, Your",사월생,"=""""","=""""",0,디앤씨미디머,ebook,501,2019,2019,,2024/10/13,to-read,to-read (#315),to-read,,,,0,0
44789590,"The Greatest Demon Lord Is Reborn as a Typical Nobody (Light Novel), Vol. 1: The Myth-Killing Honor Student",Myojin Katou,"Katou, Myojin",Sao Mizuno,"=""1975305698""","=""9781975305697""",0,Yen On,Kindle Edition,210,2019,2018,,2022/08/28,to-read,to-read (#95),to-read,,,,0,0
19408925,シュガーアップル・フェアリーテイル 4　銀砂糖師と緑の工房,Miri Mikawa,"Mikawa, Miri","三川みり, Aki  ., あき","=""""","=""""",0,Kadokawa,Kindle Edition,264,2012,2011,,2023/06/08,to-read,to-read (#229),to-read,,,,0,0
57650484,"시크릿 레이디 1 (Secret Lady [Webtoon], Season 1)",Anngato,"Anngato, Anngato","Banana, 안가토, 바나나","=""""","=""9791129377470""",0,kwbooks,ebook,,2021,,,2024/06/18,to-read,to-read (#314),to-read,,,,0,0
58311397,"시크릿 레이디 1 (Secret Lady [Novel], #1)",Anngato,"Anngato, Anngato","Banana, 안가토, 바나나","=""""","=""9791129379566""",0,CL프로덕션,ebook,,2021,,,2024/06/18,to-read,to-read (#313),to-read,,,,0,0
122998573,Bastian,NOT A BOOK,"BOOK, NOT A",AhBin,"=""""","=""""",0,,ebook,,,,,2024/06/18,to-read,to-read (#312),to-read,,,,0,0
58093348,The Apothecary Diaries (Light Novel): Volume 1,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach","=""""","=""""",0,J-Novel Club,Kindle Edition,226,2021,2014,,2024/06/04,to-read,to-read (#311),to-read,,,,0,0
62220703,"내가 죽기로 결심한 것은 1 (My Reason to Die, Vol. 1)",Yuju,"Yuju, Yuju",,"=""""","=""9791169303545""",0,네이버웹툰,Paperback,320,2022,2021,,2024/05/31,to-read,to-read (#310),to-read,,,,0,0
57147096,"Frieren: Beyond Journey's End, Vol. 1",Kanehito Yamada,"Yamada, Kanehito",Tsukasa Abe,"=""1974725766""","=""9781974725762""",0,VIZ Media LLC,Paperback,188,2021,2020,,2024/05/31,to-read,to-read (#309),to-read,,,,0,0
