Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
67331251,Sashiko 365: Stitch a new sashiko pattern every day of the year,Susan Briscoe,"Briscoe, Susan",,"=""1446381714""","=""9781446381717""",3.0,David & Charles,Kindle Edition,143,2022,,2026/05/20,2026/07/20,"book-digital, borrowed-library, magazines-guides-diys","book-digital (#57), borrowed-library (#112), magazines-guides-diys (#4)",read,"I picked this up on Kindle Unlimited to try my hand at some patterns. I like the concept of making a square a day and making a quilt out of all the tiny projects. I did not have a sashiko needle, but using what I had, I was able to get started with the patterns and measurements listed within the book. It's a good starting point if you have the time to try something new, but you would need to know a basic level of sewing and how to use a sewing machine to keep the squares from falling apart and then sew them together when making the quilt.<br/><br/>I'll be working through the patterns slowly (cause a 4 by 4 inch square daily for someone who doesn't sew often is still a challenge, but the tiny squares are a good way to tackle it one at a time.)",,,1,0
230848723,The Poison Daughter,Sheila Masterson,"Masterson, Sheila",,"=""""","=""""",5.0,,Kindle Edition,668,2025,2025,2026/07/20,2026/07/12,"book-digital, borrowed-library, favorite-books","book-digital (#59), borrowed-library (#114), favorite-books (#12)",read,,,,1,0
240583647,My Boyfriends Are All Monsters,Kimberly Lemming,"Lemming, Kimberly",,"=""1662534035""","=""9781662534034""",3.0,Amazon Original Stories,Kindle Edition,52,2025,2025,2026/02/14,2026/08/04,"book-digital, borrowed-library","book-digital (#58), borrowed-library (#113)",read,I was having serious issues with the monster manhandling her every other page 😭 <br/><br/>Other than that when he was literally finally talking to her and explaining everything only then did I really calm down about the whole situation.,,,1,0
248340884,"You, Me, & the Conspiracy",Emma Barry,"Barry, Emma",,"=""1668229110""","=""9781668229118""",0,Atria Books,Paperback,352,2026,2026,,2026/08/04,"to-read, advanced-reader-copy, book-digital","to-read (#463), advanced-reader-copy (#3), book-digital (#56)",to-read,,,,0,0
250728792,Hamlet & Juliet (The Star Crossed #1),Clare Edge,"Edge, Clare",,"=""""","=""9798217299874""",0,Delacorte Press,Kindle Edition,,2027,2027,,2026/08/04,"to-read, advanced-reader-copy, book-digital","to-read (#462), advanced-reader-copy (#2), book-digital (#55)",to-read,,,,0,0
220864544,"Adversary to the Villain (Assistant to the Villain, #4)",Hannah Nicole Maehrer,"Maehrer, Hannah Nicole",,"=""""","=""""",0,,Paperback,352,2026,2026,,2026/08/04,to-read,to-read (#461),to-read,,,,0,0
216599364,I See You've Called in Dead,John Kenney,"Kenney, John",,"=""""","=""9798989923038""",0,Zibby Publishing,Kindle Edition,309,2025,2025,,2026/08/01,currently-reading,currently-reading (#3),currently-reading,,,,1,0
56351969,화이트 블러드 1 [White Blood 1],Lina Lim,"Lim, Lina",임리나,"=""""","=""9791190153577""",5.0,영컴,Paperback,304,2020,2020,2021/11/12,2023/06/16,"to-read, manhwa, official-translations, favorite-books, favorite-manhwa-manga","to-read (#235), manhwa (#102), official-translations (#39), favorite-books (#7), favorite-manhwa-manga (#20)",to-read,"It took nearly a year to finish this webtoon! I loved every second of it.<br/>FYI: There is A LOT of gore, strong language, and sensitive material in this read. <br/><br/>The art is 100/10 gorgeous. I loved every single 'frame' of this Webtoon. The characters whether protagonist or antagonist was beautiful. Each of the characters has such depth to their lives. It served to better allow us, readers, to look into their motives/actions and understand what drove their goals and ambitions and changed them into who they are.<br/><br/>The main female lead isn't one to mope and cry. She's such a strong badass queen. If she were real I'd bow to her presence honestly. I love the main couple through thick and thin they have been consistent and true to each other and I find so that so attractive. The visuals are again off the charts (I'm happy to ship the couple at the end too!).<br/><br/>I almost wished this webtoon was a bit longer, but I'm satisfied with how it ended in all honesty. It tied up very nicely and was quite satisfying how everyone received their justice. <br/><br/><spoiler><br/>I love Daniel; I'm so happy this furball made it to the finale! The ending kiss was just goals! I'm so glad I spent the year with this wonderful story. <br/></spoiler>",,,1,0
242975495,Everything was Beautiful and Nothing Hurt,Ben   Reeves,"Reeves, Ben",,"=""1668216361""","=""9781668216361""",0,Avid Reader Press / Simon & Schuster,Hardcover,256,2026,2026,,2026/07/28,to-read,to-read (#460),to-read,,,,0,0
19755850,"The Wishing Spell (The Land of Stories, #1)",Chris Colfer,"Colfer, Chris",,"=""""","=""""",0,"Little, Brown Books for Young Readers",Kindle Edition,454,2012,2012,,2026/07/28,currently-reading,currently-reading (#2),currently-reading,,,,1,0
210191671,Katabasis,R.F. Kuang,"Kuang, R.F.",,"=""0063021498""","=""9780063021495""",0,Harper Voyager,Kindle Edition,567,2025,2025,2026/06/28,2025/10/10,"borrowed-library, book-digital","borrowed-library (#7), book-digital (#43)",read,,,let's say i completed this book just before my trip to bangladesh.,1,0
247567425,"Act Like You Love Me!, Vol. 1: A WEBTOON Unscrolled Graphic Novel",Xuann,"Xuann, Xuann",,"=""1834110521""","=""9781834110523""",0,WEBTOON Unscrolled,Paperback,288,2026,2026,,2022/12/12,to-read,to-read (#105),to-read,,,,0,0
61640611,"実は私が本物だった 2 (I am the Real One, Vol. 2)",Yuun,"Yuun, Yuun",March,"=""4758017875""","=""9784758017879""",0,一迅社,Paperback,157,2022,2022,,2021/11/14,to-read,to-read (#46),to-read,,,,0,0
220892644,"Accomplice to the Villain (Assistant to the Villain, #3)",Hannah Nicole Maehrer,"Maehrer, Hannah Nicole",,"=""1649375549""","=""9781649375544""",0,Entangled: Red Tower Books,Kindle Edition,386,2025,2025,,2026/03/03,"borrowed-library, book-digital, on-hold","borrowed-library (#110), book-digital (#53), on-hold (#8)",on-hold,,,,1,0
123009515,"Two Twisted Crowns (The Shepherd King, #2)",Rachel Gillig,"Gillig, Rachel",,"=""0316312886""","=""9780316312882""",0,Orbit,Kindle Edition,449,2023,2023,,2025/12/18,on-hold,on-hold (#7),on-hold,,,,1,0
75355763,Morrow's Con: Opening Gambit (Morrow's Con Stories Book 1),Earl  James,"James, Earl",,"=""""","=""""",0,Pluribus Enterprises,Kindle Edition,287,2022,,,2026/05/27,"onlinebookclub, to-read","onlinebookclub (#1), to-read (#459)",to-read,,,,1,0
213284169,The Inheritance Games Four-Book Collection,Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""0316582298""","=""9780316582292""",0,"Little, Brown Books for Young Readers",Kindle Edition,1975,2024,,,2026/07/01,to-read,to-read (#458),to-read,,,,1,0
55172014,Under the oak tree 1,P .,"., P",,"=""""","=""""",4.0,리디북스,ebook,,2020,2024,2021/08/11,2021/02/14,manhwa,manhwa (#98),read,"So this review is definitely a bit late since I completely forgot to write it after completing it. I will express that communication is KEY!!! I re-read the season for good measure and I have to say the second read-through was just as enjoyable as the first. Maxi is just an adorable and precious person. She's working through her problems and self-esteem issues slowly but surely and her progress is admirable. I love Ruth and her friendship immensely as he doesn't go and judge her and listens to her problems. He isn't pushy but he will push her out to be more open and act as the lady of the house as she should be. She's grown a great deal and her relationship with Riftan is also one that I love a lot. It has its ups and downs but I can tell they both have their self-problems that they are trying to work on for themselves as well as for each other. I'm looking forward to more sweet moments with these two and more communication as we got in the last chapter of the first season. Agnes also as a sidenote <spoiler> LOVE HER! Finally, a female companion that is not a love rival but also one that looks like will help Maxi grow stronger. She seemed like the type to be eying Riftan from the start but we were all pleasantly wrong! Looks like it's the King who wanted to get his daughter married to Riftan. Agnes is definitely not interested. </spoiler>",,,1,0
61220108,사실은 내가 진짜였다 1 [Sasil-eun Naega Jinjjayeossda 1],Yuun,"Yuun, Yuun","유운, March, 삼월","=""""","=""9791138504423""",5.0,연담,Paperback,336,2022,2022,2021/11/14,2026/06/26,manhwa,manhwa (#80),read,"Season 1  Chapters 0-40 completed!<br/><br/>The beginning was definitely hard to get through but then at some point, the ball started to roll without anything in its path! I hate Cosette with a passion (<spoiler>even more so when she finally appears in the manhwa</spoiler>) Zeke, her little brother is so precious! His protectiveness for his sister is just so sweet and cute! The VP of the knights is so sweet and so is the Magician that turned back time... overall so many friends over foes and I'm here for it.<br/><br/>I'm not sure if there will be a ML in this manhwa considering how the events of the plot all focus on Kiera's gradual love and acceptance for herself. Her self love and desires to be a better person for herself is just so adorable. Watching her grow is making me feel like a proud mother haha.",,,2,0
55782095,어떤 계모님의 메르헨 1 [Eoddeon Gyaemo-nim-eui Märchen 1] (The Fantasie of a Stepmother #1),ORKA,"ORKA, ORKA","Spice&Kitty, 냥이와향신료","=""1129360784""","=""9791129360786""",0,캐롯툰 ,Paperback,284,2020,2020,,2021/11/18,to-read,to-read (#49),to-read,,,,0,0
59455395,"사실은 내가 진짜였다 1-5 [Sasil-eun Naega Jinjjayeossda 1-5] (I Am the Real One [Novel], #1-5)",March,"March, March",삼월,"=""""","=""9791165095031""",0,면담,ebook,,2020,2019,,2021/11/14,to-read,to-read (#47),to-read,,,,0,0
59025391,"악녀는 마리오네트 1-4 [Agnyeoneun Marionette 1-4] (The Villainess is a Marionette [Novel], #1-4)",Hanirim,"Hanirim, Hanirim",한이림,"=""""","=""9791165098742""",0,연담,Paperback,1552,2021,2018,,2023/01/06,to-read,to-read (#122),to-read,,,,0,0
242248459,From a Knight to a Lady Volume 1,Ein,"Ein, Ein","ink., Hyerim Sung","=""8198763686""","=""9788198763686""",0,Crossed Hearts,Paperback,378,2026,2017,,2022/04/04,to-read,to-read (#79),to-read,,,,0,0
211809571,Emily Wilde's Compendium of Lost Tales (Emily Wilde #3),Heather Fawcett,"Fawcett, Heather",,"=""0593500237""","=""9780593500231""",0,Del Rey,Kindle Edition,368,2025,2025,,2026/01/08,"on-hold, book-digital, borrowed-library","on-hold (#6), book-digital (#54), borrowed-library (#111)",on-hold,,,,1,0
247687667,Her Life in Ruins,Cynthia W. Gentry,"Gentry, Cynthia W.",,"=""1419788221""","=""9781419788222""",0,akaSTORY,Paperback,416,2027,,,2026/05/29,"currently-reading, advanced-reader-copy","currently-reading (#1), advanced-reader-copy (#1)",currently-reading,,,,1,0
217506549,The Ghostwriter,Julie   Clark,"Clark, Julie",,"=""1464221286""","=""9781464221286""",0,Sourcebooks Landmark,Hardcover,328,2025,2025,,2026/05/29,to-read,to-read (#457),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,Ballantine Books,Hardcover,476,2021,2021,,2026/05/29,to-read,to-read (#456),to-read,,,,0,0
231692454,"Everyone in This Bank Is a Thief (Ernest Cunningham, #4)",Benjamin   Stevenson,"Stevenson, Benjamin",,"=""0063434385""","=""9780063434387""",0,Mariner Books,Hardcover,358,2026,2026,,2026/05/29,to-read,to-read (#455),to-read,,,,0,0
235629795,"The Trident and the Pearl (The Fisher King, #1)",Sarah K.L. Wilson,"Wilson, Sarah K.L.",,"=""0316586579""","=""9780316586573""",0,Orbit,Paperback,464,2026,2026,,2026/05/27,to-read,to-read (#454),to-read,,,,0,0
222476092,How to Kill a Witch: The Patriarchy's Guide to Silencing Women,Zoe Venditozzi,"Venditozzi, Zoe",Claire   Mitchell,"=""1464241228""","=""9781464241222""",0,Sourcebooks,Hardcover,320,2025,2025,,2026/05/27,to-read,to-read (#453),to-read,,,,0,0
56685539,악역의 엔딩은 죽음뿐 1-5 [Ag-yeog-eui Ending-eun Jug-eumbbun 1-5],Gwon Gyeoeul,"Gyeoeul, Gwon",권겨을,"=""1126452203""","=""9791126452200""",5.0,디앤씨미디어,Paperback,2408,2020,2019,2022/01/15,2026/05/18,"light-novel-translations, favorite-manhwa-manga","light-novel-translations (#11), favorite-manhwa-manga (#11)",read," @231 (0ne of the side stories)<br/><br/>I've completed the Main Story and it is hands down a MUST READ! It has a fantastic plot twist and it's well worth reading for that moment when everything clicks together. Penelope isn't one of those female leads that cries about everything and lets the world step on her once before deciding to finally throw a punch. She takes charge as soon as the opportunity becomes available to her. The worldbuilding is a bit lacking but the characters provided make up for it. <br/><br/>It is one of those stories where the female lead is from a different world and is migrated into the new magical world the plot takes place in. However, what I think sets it apart from the rest is the constant reminder of the world's fakeness. From her past, the main lead female is actually introduced to all of the characters of the new world through an otome game she played during her spare hours. The game has 2 modes normal and hard (Penelope jokes that the normal mode is actually easy considering all the endings to each of the routes were easy as pie. The hard mode was more or less absolute hell and she became increasingly attached to the villain (Penelope) in the game as her and the villianess' stories were starting to merge into the same. <br/><br/>After countless deaths in the game, she falls asleep to awake in the game as Penelope herself. However, unlike the game with retries, this time she can not retry and death was permanent. <br/><br/>I highly recommend this read (though some of the fan-translated chapters make you want to rip out your hair, it is still better than nothing at all). There are some scenes I do which I could have redone for clarity purposes but otherwise fantastic books. The side stories give me reasons to hate the characters I've learned to love so I'll have to drop it for the time being until I can handle getting though them. The Main story was conclusive but I do understand that unlocking all the routes' endings is the end goal. Overall best book of the year. Penelope has a place in my heart.  ",,,2,0
220487339,Everything Is Tuberculosis: The History and Persistence of Our Deadliest Infection,John  Green,"Green, John",,"=""1101592419""","=""9781101592410""",4.0,Crash Course Books,Kindle Edition,206,2025,2025,2026/02/08,2025/09/02,,,read,,,,1,0
228329421,"Mate (Bride, #2)",Ali Hazelwood,"Hazelwood, Ali",,"=""0593952596""","=""9780593952597""",4.0,Berkley,ebook,457,2025,2025,2026/04/27,2025/05/23,"book-digital, borrowed-library","book-digital (#52), borrowed-library (#109)",read,"I read <a href=""https://www.goodreads.com/review/show/7589617825"">Bride</a> (Twice) and loved it both times. It's cliché with its many common tropes, sweet characters, and the spicy but tender romance. I ADORED IT.  <br/><br/>This book... was very different in its approach. I, off the bat, completely hated both Serena and Koen. Koen because he was a special fucker.. an exceptional asshole, but he was truthful (ish) and dependable at the very least. Serena was a straight-up LIAR for the majority of the book. I could not understand for the life of me how Misery could jump into a marriage with the original intention of finding and reuniting with her adoptive sister and bestie Serena, but Serena, slowly crumpling with little to no time, refused to even share the rest of her time with Misery at the very least?? The selfishness was absolutely insane. I got why she felt as she did, but gods... I was finding it unbearable for the longest.<br/><br/>I was genuinely praying for someone to fold first cause the secondhand embarrassment I was experiencing through Serena was unfounded. Koen folded around the 50% mark, making the rest of the novel much more entertaining and a breath of hope for the story and characters. Koen and Serena's relationship was and is very rough and intense. It was vastly different from Lowe and Misery's relationship, which was much more titillating and romantic. <br/><br/>(I'm down bad for MiseryxLowe, so I loved every one of Misery's inclusion and involvement throughout the book. It was very grounding to see Misery and Serena's relationship bonding too.) <br/><br/>Truthfully, I gave Bride 4 stars originally, but even after the second read, it was entertaining and thoroughly scratched that nostalgic 2010s Wattpad-era itch. Therefore, I'd revised my rating to 5 stars. Now, regarding this book, it concluded well, and the story and lore were phenomenal. I loved how it was time-lined and switching back and forth till it caught up to the present. I loved the ongoing jokes, banter, and teasing. I just was not expecting so much more dark, intense lusting and roughness, it was almost borderline toxicity rather than mutual love. <br/><br/>Though it worked out, and honestly, it was a good ending. Since it did make me happy, especially the little nuances and moments that carried over from the first book, I did like the book overall. 4/5 stars for now, but that is subject to change as I see fit. ",,,1,0
48664052,"Witch Hat Atelier, Vol. 4",Kamome Shirahama,"Shirahama, Kamome",,"=""1646591062""","=""9781646591060""",0,Kodansha Comics,Kindle Edition,192,2019,2018,,2026/02/10,"manga, to-read","manga (#140), to-read (#452)",to-read,,,,0,0
181344829,"Bride (Bride, #1)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",5.0,Berkley,Kindle Edition,410,2024,2024,2025/05/24,2025/05/21,"borrowed-library, book-digital, favorite-books","borrowed-library (#17), book-digital (#21), favorite-books (#11)",read,"May 24, 2025<br/>Honestly, I read it for the vibes and finally got the audiobook to read along with and what a ride it was for 14.5 hours. I had seen reviews on YouTube saying it was kinda a book that knew how to poke fun at itself time to time and not to really take it seriously to heart. <br/><br/>I liked the witty off-the-cuff remarks the female lead, Misery, made even in situations that may be a lot more dire and gosh, it was a treat. I wished there was more Owen in the book, but I did like to see how everything came together by the end as it did. The romance development was a wild-WILD journey, but a good, easy/fast read as is most of Ali Hazelwood’s books. In my opinion, this was honestly a good way to spend my time the last few days.<br/><br/>The ending was a shock🔥 I will probably pick up the next book in the series when it comes out.<br/><br/>--- April 24, 2026<br/>I reread the book and it was delightful. I loved the jokes still and the chemistry between our two leads Misery and Lowe Moreland. I truly wasn't sure what to honestly expect from a second re-read but man it was still fun and good. I had a good time honestly with the lore and the character's conflict and banter and romance. <br/><br/>I'll actually go pick up book 2: [b:Mate|228256271|Mate (Bride, #2)|Ali Hazelwood|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1761312608l/228256271._SY75_.jpg|237537379] right away to read with an updated version of my knowledge on the Vampyres, the Weres, the Humans, and all the characters caught in the crossfire of their interspecies conflicts.",,,2,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,Tor Books,Hardcover,448,2020,2020,,2026/04/24,to-read,to-read (#451),to-read,,,,0,0
242109300,"Bound (Bound and Unbound, #1)",Ali Hazelwood,"Hazelwood, Ali","Brittany Pressley, William MacLeod","=""""","=""""",0,,Audiobook,8,2025,2025,,2026/04/24,to-read,to-read (#450),to-read,,,,0,0
196915235,"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,"Weaver, Brynne",,"=""""","=""""",0,Zando,Kindle Edition,355,2023,2023,,2026/04/24,to-read,to-read (#449),to-read,,,,0,0
123253400,"남편을 내 편으로 만드는 방법 1 (How to Win My Husband Over, Vol. 1)",Siru,"Siru, Siru",Spice&Kitty,"=""""","=""9791140452385""",0,캐롯툰,Paperback,280,2023,2023,,2026/04/23,to-read,to-read (#448),to-read,,,,0,0
61435410,"The Invisible Man and His Soon-to-Be Wife, Vol. 1",Iwatobineko,"Iwatobineko, Iwatobineko",,"=""""","=""9781685794651""",0,Seven Seas,Paperback,128,2023,2021,,2026/04/23,to-read,to-read (#447),to-read,,,,0,0
222615913,Girl Dinner,Olivie Blake,"Blake, Olivie",,"=""1250883474""","=""9781250883476""",0,Tor Books,Kindle Edition,349,2025,2025,,2026/04/11,to-read,to-read (#446),to-read,,,,1,0
216246432,The Emperor's Caretaker 01,Haruki Yoshimura,"Yoshimura, Haruki","Ichiha Hiiragi, Aya Shouoto","=""1646098234""","=""9781646098231""",0,Square Enix Manga,Kindle Edition,,2025,2022,,2026/04/22,to-read,to-read (#445),to-read,,,,0,0
202730948,"The Perks of Being an S-Class Heroine, Vol. 1",Grrr,"Grrr, Grrr","Irinbi, Shirley Chen","=""""","=""9798400901607""",0,Ize Press,Paperback,302,2024,2024,,2026/04/22,to-read,to-read (#444),to-read,,,,0,0
220999062,Funny Story,Emily Henry,"Henry, Emily",,"=""0593441214""","=""9780593441213""",0,Berkley,Paperback,416,2025,2024,2026/03/25,2026/04/21,"book-physical, borrowed-library","book-physical (#77), borrowed-library (#108)",read,,,,1,0
195820804,Just for the Summer,Abby Jimenez,"Jimenez, Abby",,"=""1538767449""","=""9781538767443""",0,Forever,Hardcover,432,2024,2024,2026/03/15,2026/04/21,"book-physical, borrowed-library","book-physical (#76), borrowed-library (#107)",read,,,,1,0
75713324,嘘解きレトリック 1 [Usotoki Rhetoric 1],Ritsu Miyako,"Miyako, Ritsu",都戸利津,"=""4592196333""","=""9784592196334""",0,白泉社,Comic,192,2013,2013,,2026/04/21,to-read,to-read (#443),to-read,,,,0,0
57693172,A Flicker in the Dark,Stacy Willingham,"Willingham, Stacy",,"=""1250803829""","=""9781250803825""",0,Minotaur Books,Hardcover,357,2022,2022,,2026/04/21,to-read,to-read (#442),to-read,,,,0,0
32733294,コレットは死ぬことにした 1 [Colette wa Shinu Koto ni Shita 1],Alto Yukimura,"Yukimura, Alto",幸村アルト,"=""4592213815""","=""9784592213819""",0,白泉社,Paperback,170,2014,2013,,2026/04/16,to-read,to-read (#441),to-read,,,,0,0
240583620,Beautiful Nightmare,Katee Robert,"Robert, Katee",,"=""1662534736""","=""9781662534737""",3.0,Amazon Original Stories,Kindle Edition,52,2025,2025,2026/02/13,2026/02/13,,,read,"I was honestly not feeling it for a minute at the start because I had the idea of monsters inc seered into my brain when I picked it up. I do have to say I was not expecting that reveal at the end to be what it was... It was a very short read, and it was interesting how it played out. I'm not saying it was great, but it was a good read for a short story that reached the end and left no loopholes. So I'll give it a 3/5. I do wish there were different perspectives to further add to the depth of the characters but it was fine as it was. ",,,1,0
240583631,Space Vampire,Ruby Dixon,"Dixon, Ruby",,"=""1662533888""","=""9781662533884""",3.0,Amazon Original Stories,Kindle Edition,77,2025,2025,2026/02/12,2026/02/12,book-digital,book-digital (#51),read,It's been a while since I've finished reading this book and honestly it wasn't bad. I just didn't think too hard about it as I read and actually missed that he had a tail the entire time which was hilarious after I read some reviews on the book. I believe that this particular book in the series was more smutty compared to the others before it. <br/><br/>I'll give the book credit in that it was very well structured and had great chemistry between the two characters actually getting along for their benefit then slowly considering the other's comfort over their own as they got closer to one another. It was a great close to the story as well so I'm not mad at the story in the least so it will get a 3/5 from me. ,,,1,0
228256270,It's Different This Time,Joss Richard,"Richard, Joss",,"=""""","=""9798217093663""",0,Dell,Kindle Edition,422,2025,2025,,2026/02/22,to-read,to-read (#440),to-read,,,,1,0
240581511,Hot for Slayer,Ali Hazelwood,"Hazelwood, Ali",,"=""166252840X""","=""9781662528408""",5.0,Amazon Original Stories,ebook,94,2025,2025,2026/02/09,2026/02/08,book-digital,book-digital (#48),read,"In honor of Valentine's Month(?) I decided to read this silly little book series Scared Sexy just for giggles so here's book one!<br/><br/>Clocking in at under 100 pages, this book had no business having as much depth and charm as it did. I’m a known sucker (pun fully intended) for enemies-to-lovers, and this delivered exactly what I crave. Tell me you wouldn’t fall a little bit for a man who’s had a massive crush on you for centuries—so intense that he hunts you down through time, stabs you every chance he gets just to see you, and would gladly kill anyone who gets in the way. Completely unhinged. Completely effective. I was in a chokehold.<br/><br/>Dirty jokes aside, I knew going in that this wouldn’t be a serious read, but it was genuinely fun. The story made it easy to imagine the centuries of pining and tangled obsession between these two long before the book ever begins. Ethyl’s backstory was surprisingly tragic and clearly explained her need to belong—to have people she could call her own. Lazlo’s backstory, particularly how his crush on Ethyl developed, was oddly adorable despite the violence baked into their dynamic. Against my better judgment, I fully condoned their murderous enemies-to-lovers arc.<br/><br/>The ending/climax reminded me of [b:Bride|181344829|Bride (Bride, #1)|Ali Hazelwood|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1730451646l/181344829._SY75_.jpg|185069024] by Ali Hazelwood, and honestly? It worked. It felt natural (even if it's a paranormal story), satisfying, and perfectly tied up loose ends neatly. For something short, silly, and unapologetically chaotic, Hot for Slayer was an absolute delight.",,,1,0
56922112,"참아주세요, 대공 [Cham-ajuseyo, Daegong]",Jin Soye,"Soye, Jin","Pudica, 진소예","=""""","=""9791161393773""",0,윤송스피넬,ebook,,2020,2020,,2023/02/08,to-read,to-read (#142),to-read,,,,0,0
61374793,I Am Not Jessica Chen,Ann Liang,"Liang, Ann",,"=""133552312X""","=""9781335523129""",0,HarperTeen,Hardcover,320,2025,2025,,2026/02/12,to-read,to-read (#439),to-read,,,,0,0
240583632,Spicy Little Curses,J.T. Geissinger,"Geissinger, J.T.",,"=""1662535074""","=""9781662535079""",3.0,Amazon Original Stories,Kindle Edition,90,2025,2025,2026/02/11,2026/02/11,book-digital,book-digital (#50),read,"I’m genuinely conflicted about how to rate this one because it was better than [b:Falling|240583638|Falling|Christina Lauren|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1769514015l/240583638._SX50_.jpg|258647220], but not more than [b:Hot for Slayer|240581511|Hot for Slayer|Ali Hazelwood|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1756061884l/240581511._SY75_.jpg|258642212]. Maybe I'll have to go back and make adjustments to my ratings later as I see fit. <br/><br/>On one hand, I liked the story itself. The lore behind the curse was intriguing, and the eventual resolution felt thoughtful and emotionally grounded. I loved the world-building too, as it truly felt like the world of voodoo and dark magic, similar to The Princess and the Frog movie. <br/><br/>Dax fits squarely into the brooding, moody male archetype (which is to say he is quite basic despite his magically inked body)—burdened with a curse that causes any woman who falls in love with him to die. It’s dramatic, tragic, and very Halloween-coded. That part is fine.<br/><br/>Petra, however, was more complicated. I didn’t love the term of endearment “Notebook” (a nod to her being a journalist). It never quite landed as charming and instead felt awkward. I also struggled with her pushy nature at times; it wasn't charming in the slightest, seeing her cross his boundaries like it's nothing. That said, their banter was genuinely enjoyable—sharp, quick, and often the highlight of their dynamic. When they were simply talking, the chemistry felt fun.<br/><br/>My larger issue is structural.<br/><br/>This series consists of short Halloween-themed standalones written by different authors, each set in entirely separate worlds. They are not meant to overlap or build a shared universe. So it was frustrating that this story dropped hints of something much bigger—threads that felt like the start of a broader mythology—without resolving them. It ends with unanswered cliffhangers that suggest an expanding universe… but this is the universe. There’s nowhere else for those threads to go (unless I'm missing the memo that this story has a follow-up somewhere floating in the ether).<br/><br/>When I finished it, I thought it was fine—solid, entertaining, and resolved enough. But sitting with it a day later, the open-ended implications don’t feel satisfying. They feel incomplete.<br/><br/>I enjoyed the curse lore. I liked the central premise. I appreciated the banter. But the tonal and structural choices—especially for what’s supposed to be a contained standalone—leave me uncertain.<br/><br/>So for now, it sits somewhere in the middle. Not a miss, but not okay.",,,1,0
240583638,Falling,Christina Lauren,"Lauren, Christina",,"=""1662533586""","=""9781662533587""",2.0,Amazon Original Stories,Kindle Edition,56,2025,2025,2026/02/10,2026/02/10,book-digital,book-digital (#49),read,"That ending was criminal.<br/><br/>It honestly took until the pub conversations for me to feel genuinely invested in their (Brigan, our fallen angel, and Catalina) relationship. Up until then, the physical attraction was obvious, and the chemistry was there, but it wasn’t enough to fully pull me in. It was those quieter moments—being honest over drinks, trading witty banter, actually talking—that made them feel real. That’s when I started rooting for them.<br/><br/>Which is exactly why the abrupt ending was so frustrating.<br/><br/>The story cuts off just shy of any meaningful resolution. For something that hinges on a curse, there’s surprisingly little clarity about how it could be broken—or if it even was. Are we supposed to assume Brigan’s curse was somehow undone? Was she meant to become immortal to stay with him? None of it is clearly addressed, which makes the conclusion feel incomplete rather than open-ended.<br/><br/>I wouldn’t say I hated the book, but I disliked it. The stakes were relatively low (considering this is just a silly Romance series set in Halloween that I'm reading in the wrong season, but I digress), and there were genuinely enjoyable moments. But coming off [b:Hot for Slayer|240581511|Hot for Slayer|Ali Hazelwood|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1756061884l/240581511._SY75_.jpg|258642212], which had surprising depth, satisfying character arcs, and a conclusive ending, my expectations were clearly set high for the series overall. In comparison, this one felt underdeveloped—particularly in its final act.<br/><br/>The potential was there. The emotional groundwork was there. The execution at the end just didn’t quite follow through for me.<br/><br/>For now, I’ll mentally fantasize and give the characters the ending they deserve.",,,1,0
